title,date,question,answer
Noam Chomsky Believes Trump Is “the Worst Criminal in Human History”,"October 30, 2020","You could say no to some of them, right?","I say no to a large percentage of them, but they’re very important. This morning, I happened to have one with a small group in India. Some other time, it could be a group in southern Colombia. It’s all over the place. There’s a lot of people who really are doing very serious things. Interacting with them is extremely important for me—and I assume for them, because they keep asking. So, yes, all over. I must get probably a thousand letters a day. I try to answer what I can. You’re famous for signing any petition sent to you. Quite a lot of them. Nowhere near all, but a fair number. If I think they have any serious merit, like maybe saving somebody’s life. If I don’t like the way they’re framed, I won’t usually sign it. I think the biggest controversy you ever had was probably the Faurisson affair. That fits into, I guess, what I said about you being willing to answer e-mails and letters and sign petitions or so on. Do you have any regrets about that and how that played out? [Four decades ago, Chomsky repeatedly defended the free-speech rights of Robert Faurisson, a French professor of literature and a Holocaust denier.] No, I have no regrets about standing up for freedom of speech and opposing the Stalinist-style laws in France—which say that the state, the holy state, has the right to determine historical truth and to punish deviation from what it asserts. I have no reservations about opposing that."
Noam Chomsky Believes Trump Is “the Worst Criminal in Human History”,"October 30, 2020",You signed theHarper’sletter about free speech and “cancel culture.” What did you make of that letter?,"That letter was so anodyne and insignificant; I barely noticed it. The only interesting thing about that letter is the reaction to it. The reaction was extraordinary. It showed that the problem is far greater than I thought it was. Say more. The problem was that people were outraged that somebody should make an anodyne statement, a simple statement, saying we should have some commitment to freedom of speech, even views we don’t like. I thought that’s the kind of thing people say to each other in their sleep. But apparently many people said, “No, can’t say that, too dangerous”—all kinds of crazed interpretations. Some of the interpretations were really wild. A lot of the protest was about the people who signed it. How can you sign a statement when such-and-such a person signs it? It takes thirty seconds of thought to understand that if you accept that principle, there are no statements, for very simple reasons. You’ve gotten plenty of statements to sign. Do you know who else is going to sign it? If the question of who else signs a statement is a criterion for signing it, then nobody in their right mind ever signs anything. Just that simple point of logic couldn’t fit the people who were so outraged that someone should say it’s not a good idea to shut people up. Putting theHarper’sletter aside, I do think that people’s intentions matter and that we should take them into account. If a census worker says there are a lot of Jews working in Hollywood, stating it as a fact, that is different from Donald Trump saying it at a rally. We all know that one has different intent, and it seems like we should react to them differently based on the person saying it. Maybe this gets back to you not caring about intentions so much. Yes, people read things differently. What I’m talking about is how they read it. Probably different signers had different intentions, no doubt. I can see that from the list of signers. But, as far as I was concerned, what’s in the back of my mind is very straightforward, and I’ve been saying it to activists for decades. Don’t pick up the techniques that are used regularly by the mainstream for repression. Don’t adopt them for yourself. So cancel culture didn’t happen to be mentioned in the statement, but a lot of people read that into it. O.K., let’s say it’s talking about cancel culture. Cancel culture is all over the mainstream. I can give you plenty of examples from my own experience of things cancelled, books withdrawn, appearances on the national radio being cut off because somebody didn’t like it, some manager, some right-winger didn’t like it, endless numbers of this. It goes on all the time. That’s standard mainstream establishment behavior. People of the left are making a serious mistake when they try to imitate it. It’s wrong in principle; it’s wrong tactically. It’s a gift to the far right, and they run with it. They love it. In fact, Trump’s building his own campaign on it. Therefore, for the left, who I’m interested in, and their activists, pay attention to principle and tactical consequences. They are important. Pay attention to them and do not adopt the characteristic repressive behavior of the mainstream. That’s what I took the letter to mean. I think one of the things people objected to was the letter saying that freedom of speech was becoming more and more constricted. To your point, this has always been going on, and has always been part of the mainstream, and some people thought that by saying it was getting worse, the drafters of the letter were making a specific point about the left and cancel culture. Well, what you’re saying is correct. Worse, but that doesn’t mean it was good before. So to add a small fraction to what the mainstream always does is a mistake. There’s also a lot more openness in certain ways. People of different races and gender identities are able to speak their voices more clearly now, and that in many ways— That’s all to the good. That’s all positive and great. That’s what activism has been about. I’ve been part of it all my life and supported it, but it’s a mistake when you go beyond that to try to silence others."
Noam Chomsky Believes Trump Is “the Worst Criminal in Human History”,"October 30, 2020","Do you think that there’s any tension on the left between appeals for racial justice and gender equality and so on, and more class-based appeals?","It’s perfectly understandable that four hundred years of vicious and often extremely violent repression without end having left a bitter legacy—that that should be the highest concern for the United States. I’m talking about the fate of African-Americans, of course. It’s perfectly understandable that the marginalization, mistreatment, suppression of women’s rights should be a major concern. It’s also very significant to bear in mind that the United States has an unusually violent and brutal labor history and a long history of repression of labor. It’s gotten much worse since the neoliberals all began. Reagan and Thatcher, both of them, or whoever was behind them, recognized, right away, that if we’re going to hand everything over to the rich and the private sector, we’ve got to remove people’s ability to defend themselves, and the ability to defend themselves is primarily in the hands of labor unions. So the first moves they made were to impact and severely undermine the labor movement. That’s a brutal part of a long history. So, yes, that must be brought in as well. Now, all of these things ought to be brought together. I’m sure you recall that Martin Luther King, Jr., at the end of his life, at the point where he was sharply losing liberal support, was trying to organize a poor-people’s campaign, Black and white, wherever you’re from—you’re poor, struggling, working people. That’s our campaign. That’s what ought to be done. All of these concerns interact. They’re integrated. They all ought to be dealt with. You can understand why, for some people, some of them are more important than others, but it’s a matter of bringing them all together, because they’re basically all on the same side. With regard to the huge crises that humans face, much worse than anything in their history, crises literally for the survival of humanity: on these, it’s not just a matter of black and white and others; it’s a matter of internationalism. These problems are all international in scale, and, going back to the Trump Administration, they’re smashing to pieces every part of international coöperation. It’s a major attack on the kinds of institutional structures that are going to be needed to overcome the enormous crises that are impending."
Chomsky: Trump’s Actions on Syria Reflect the Foreign Policy of a Con Man,"October 30, 2019","C.J. Polychroniou: Noam, since coming to office, Trump has shown on numerous occasions that he is not a normal foreign policy president. But can you make any sense out of his stance toward Syria?","The first of Trump’s recent steps was to withdraw the small U.S. contingent that was a deterrent to Turkey’s expansion of its invasion of Syria and to authorize Erdoğan’s plans to extend his atrocities and ethnic cleansing of Syrian Kurds. His second step was to move U.S. troops to “secure” the oil-producing areas. The latter, apparently after he was told about the oil, is easy to understand. He has held all along that our only standing interest in the Middle East is to “secure” its oil for our own benefit. As for the first step, we can only speculate, but it seems quite likely that the motive is what guides him consistently: How will the action affect me? Trump is an effective con man who has a good sense of what animates his voting base. In this case, he presumably expected (correctly it seems) that withdrawing a few hundred troops would appeal to the sector of the population that resonates to his message that America is foolishly expending its blood and treasure to help “unworthy” people who don’t even thank us for our sacrifices on their behalf, and that Trump is the first president to stand up for the suffering American people instead of giving everything away to foreigners out of stupidity (or treachery). It’s worth recalling that repeated polls have shown that Americans vastly overestimate the scale of foreign aid — and recommend that it be considerably higher than it actually is (putting aside what constitutes “aid”). Much has been written and said about the betrayal of the Kurds, a U.S. ally in the war against ISIS (also known as Daesh). This isn’t, however, the first time that the U.S. has betrayed the Kurds and other former allies. Betrayal of the Kurds has been virtually a qualification for office since Ford-Kissinger abandoned the Kurds to the mercy of Saddam Hussein when they were no longer needed. Reagan went so far as to support his friend Saddam’s chemical warfare campaign against Iraqi Kurds, seeking to shift the blame to Iran and blocking congressional efforts to respond to these hideous crimes. Clinton’s method was to provide the arms for the murderous government assault on Turkish Kurds, which killed tens of thousands, wiped out 3,500 towns and villages, and drove hundreds of thousands from their homes. (See Noam Chomsky,The New Military Humanism, Chapter 3. London: Pluto Press, 1999). Clinton’s flood of military aid increased along with the shocking crimes, as Turkey became the prime recipient of American arms (outside of Israel-Egypt, a separate category). Trump’s contribution is particularly disgusting. The Kurds lost 11,000 soldiers, men and women, leading the war against ISIS for which Trump claims credit, helped by some U.S. special forces (five casualties are reported) and air support. Erdoğan demanded that Kurds eliminate defensive fortifications (filling in trenches, etc.) near the border, and at the request of the U.S. command, they complied, trusting Washington’s promise that it would protect them from a further Turkish assault. Trump’s tweet broke that promise, leaving Kurds exposed to the invasion by Turkish-backed forces, most it seems jihadis and criminals. For years, Turkey has been helping tens of thousands of jihadis to flood into Syria for its anti-Assad war and to establish a Turkish presence. No surprises in how the extended Turkish assault has been carried out."
Chomsky: Trump’s Actions on Syria Reflect the Foreign Policy of a Con Man,"October 30, 2019","Former prosecutor and U.N. investigator Carla del Ponte said Erdoğan should be investigated and indicted for war crimes. What about Trump? After all, isn’t he the one who gave Erdogan the green light to launch an invasion into the Kurdish semi-autonomous region in Syria?","Turkey had already invaded and occupied Kurdish-controlled regions of northern Syria, killing hundreds and displacing hundreds of thousands, with credible charges of serious war crimes. Trump’s green light was for extending the operation with [the] alleged goal of ending a terrorist threat, in reality in order to put an end to the highly promising social and political achievements in Kurdish-led Rojava by violence and terror, ethnic cleansing, and resettling the region with Syrians of Turkey’s choosing. On war crimes, it is well to remember the stirring words of Justice Robert Jackson, chief U.S. prosecutor at the Nuremberg Tribunal where Nazi war criminals were judged and hanged: “We must never forget that the record on which we judge these defendants today is the record on which history will judge us tomorrow. To pass these defendants a poisoned chalice is to put it to our own lips as well. We must summon such detachment and intellectual integrity to our task that this Trial will commend itself to posterity as fulfilling humanity’s aspirations to do justice.” When we ask how these words have been heeded since, we know how history should judge us, and what to expect of punishment for war crimes — even in perfectly clear cases of aggression with no credible pretext, the “supreme international crime” of the Nuremberg judgment: the U.S.-U.K. invasion of Iraq in 2003, to take a textbook example. Continuing with the Nuremberg judgment, we might recall that “to initiate a war of aggression,” such as the invasion of Iraq, “is not only an international crime; it is the supreme international crime differing only from other war crimes in that it contains within itself the accumulated evil of the whole.” Included in the accumulated evil of the whole is the recruitment of such militants as Abu Bakr al-Baghdadi, who joined the resistance to the invasion and, after an education in Abu Ghraib, went on to lead the criminal enterprise ISIS, finally killed in a U.S. special forces operation on October 27."
Chomsky: Trump’s Actions on Syria Reflect the Foreign Policy of a Con Man,"October 30, 2019","Moving to the domestic front, are the Democrats likely to benefit from impeaching Trump, or will the gamble to do so prove to be a costly one for them?","My own guess is that it will turn out to be rather like the Mueller investigation. Trump will be impeached by the House, then acquitted in the Senate, where few Republicans are likely to be principled enough to face Trump’s adoring and militant voting bloc. Then Trump can declare victory for the Tribune of the People, [saying he] has once again protected “real” red-blooded Americans from the machinations of the Deep State and the treacherous liberal elites."
Chomsky: Trump’s Actions on Syria Reflect the Foreign Policy of a Con Man,"October 30, 2019","Economic models predict that if nothing changes with regard to the direction of the economy, Trump will win in 2020 with an even bigger margin. Is this a surprising development, given all the chaos that surrounds Trump’s presidency?","These models are largely based on public perceptions of current economic trends. These take no account of the fact that the Trump economy carries onward the slow Obama recovery from the Great Recession, now with a real unemployment rate of over 7 percent with almost stagnant real wages and declining benefits — and spectacular enrichment of a tiny sector to the point where over 20 percent of the country’s wealth is in the hands of 0.1 percent of the population while half the population has negative net worth. In the past, these models have been accurate, though we should recall that the best predictor of electability, dramatically for Congress, is campaign spending, as Thomas Ferguson has shown, again in current work. But we are not in normal times. The Republican “radical insurgency,” as it was called several years ago by Thomas Mann and Norman Ornstein of the American Enterprise Institute, has gone far off the traditional rails under Trump, undermining democracy and posing an extraordinary threat to the persistence of organized human life on earth — in the all-too-near future. How such factors will enter into the election is not easy to say, though it is unfortunately not difficult to predict the consequences of four more years of Trumpism."
‘US Response to Coronavius Has Been Shocking’,"March 28, 2020","Edu Montesanti: Professor Doctor Noam Chomsky, I’d love to find words to express my gratitude and deep honor for having you, once again, in my publications. What are your thoughts about the Washington regime’s response to the spread of coronavirus?",The US response has been shocking. It was known for years that a pandemic was likely.
‘US Response to Coronavius Has Been Shocking’,"March 28, 2020",Why didn’t the pharmaceutical industry provide medicines before the spread of the virus?,"Drug companies weren’t interested in preparing: no profit. And Trump never did anything to interfere... The government can’t step in: under neoliberal dogma, its role is to subsidize private power, not to interfere with it. Trump made it worse by smashing all the defenses, eliminating the pandemic division, cutting back on medical funding. The Trump regime is blaming China for the spread of coronavirus. Your view, please, Professor Doctor Noam Chomsky. China notified the World Health Organization in early January that unexplained pneumonia cases in Wuhan Province were traced to a new coronavirus and shared its genetic sequence for countries to use in developing specific diagnostic kits."
‘US Response to Coronavius Has Been Shocking’,"March 28, 2020","What was, then, the West’s response, especially Washington’s?","The West ignored all this, Trump most all, so much so that by now the US is the only major country that cannot even provide data on the spread of the disease because of the abysmal lack of testing. I can understand, then, that you believe like me, Dr, Chomsky, that the U.S. toll of coronavirus infections is much higher than has been announced. You’re right."
Chomsky: Republicans Are Willing to Destroy Democracy to Retake Power,"June 16, 2021","C.J. Polychroniou: Over the course of the past few decades, the Republican Party has gone through a series of ideological transformations — from traditional conservatism to reactionism and finally to what we may define as “proto-fascism” where the irrational has become the driving force. How do we explain what has happened to the GOP?","Your term “neoliberal proto-fascism” seems to me quite an accurate characterization of the current Republican organization — I’m hesitant to call them a “Party” because that might suggest that they have some interest in participating honestly in normal parliamentary politics. More fitting, I think, is the judgment of American Enterprise Institute political analysts Thomas Mann and Norman Ornstein that the modern Republican Party has transformed to a “radical insurgency” with disdain for democratic participation. That was before the Trump-McConnell hammer blows of the past few years, which drove the conclusion home more forcefully. The term “neoliberal proto-fascism” captures well both the features of the current party and the distinction from the fascism of the past. The commitment to the most brutal form of neoliberalism is apparent in the legislative record, crucially the subordination of the party to private capital, the inverse of classic fascism. But the fascist symptoms are there, including extreme racism, violence, worship of the leader (sent by God, according to former Secretary of State Mike Pompeo), immersion in a world of “alternative facts” and a frenzy of irrationality. Also in other ways, such as the extraordinary efforts in Republican-run states to suppress teaching in schools that doesn’t conform to their white supremacist doctrines. Legislation is being enacted to ban instruction in “critical race theory,” the new demon, replacing Communism and Islamic terror as the plague of the modern age. “Critical race theory” is the scare-phrase used for the study of the systematic structural and cultural factors in the hideous 400-year history of slavery and enduring racist repression. Proper indoctrination in schools and universities must ban this heresy. What actually happened for 400 years and is very much alive today must be presented to students as a deviation from the real America, pure and innocent, much as in well-run totalitarian states. What’s missing from “proto-fascism” is the ideology: state control of the social order, including the business classes, and party control of the state with the maximal leader in charge. That could change. German industry and finance at first thought they could use the Nazis as their instrument in beating down labor and the left while remaining in charge. They learned otherwise. The current split between the more traditional corporate leadership and the Trump-led party is suggestive of something similar, but only remotely. We are far from the conditions that led to Mussolini, Hitler, and their cohorts. On the driving force of irrationality, the facts are inescapable and should be of deep concern. Though we can’t credit Trump entirely with the achievement, he certainly has shown great skill in carrying out a challenging assignment: implementing policies for the benefit of his primary constituency of great wealth and corporate power while conning the victims into worshipping him as their savior. That’s no mean achievement, and inducing an atmosphere of utter irrationality has been a primary instrument, a virtual prerequisite. We should distinguish the voting base, now pretty much owned by Trump, from the political echelon (Congress) — and distinguish both from a more shadowy elite that really runs the Party, McConnell and associates. Attitudes among the voting base are truly ominous. Put aside the fact that a large majority of Trump voters believe that the elections were stolen. A majority also believe that “The traditional American way of life is disappearing so fast that we may have to use force to save it” and 40 percent take a stronger stand: “if elected leaders will not protect America, the people must do it themselves, even if it requires violent actions.” Not surprising, perhaps, when a quarter of Republicans are reported to believe that “the government, media, and financial worlds in the US are controlled by a group of Satan-worshipping pedophiles who run a global child sex trafficking operation.” In the background are more realistic concerns about the disappearance of “the traditional American way of life”: a Christian and white supremacist world where Black people “know their place” and there are no infections from “deviants” who call for gay rights and other such obscenities. That traditional way of life indeed is disappearing. There are also elements of realism in the various “great replacement” theories that seem to consume much of the Trump base. Putting aside absurdities about immigration and elite plotting, a simple look at distribution of births suffices to show that white domination is declining. It’s also worth remembering the deep roots of these concerns. Among the founders, there were two distinguished figures of the Enlightenment, one of whom hoped that the new country would be free of “blot or mixture,” red or black (Jefferson), while the other felt that Germans and Swedes should perhaps be barred entry because they are too “swarthy” (Franklin). Myths of Anglo-Saxon origin were prevalent through the 19th century. All of this is apart from the virulent racism and its horrifying manifestations. Concerns about satanic cults are dangerous enough, but other deeply irrational beliefs are far more consequential. One of the most threatening revelations of recent days was a scarcely noticed observation in the latest report of a Yale University group that monitors attitudes on climate change — the euphemism for the heating of the planet that will end organized human life on earth unless soon brought under control. The report found that “Over the past year, there has been a sharp decline in the percentages of both liberal/moderate Republicans and conservative Republicans who think developing sources of clean energy should be a priority for the president and Congress. The current numbers are all-time lows since we first asked the question in 2010.” Meanwhile every day’s news provides information about new potential disasters — for example, the June 11 release of studies reporting the accelerated collapse of a huge Antarctic glacier that might raise sea levels by a foot and a half — along with reminders by the scientists reporting the warning that “The future is still open to change — if people do what is needed to change it.” They won’t, as long as the reported attitudes prevail. Unless overcome, they might be a kiss of death if the current strategy of the Republican Party succeeds in putting the wreckers back in power. The strategy is plain enough: no matter what the harm to the country, and to their own voting base, ensure that the Biden administration can do nothing to remedy severe domestic problems, and ram through Jim Crow-style legislation to block voting of people of color and the poor, counting on the acquiescence of the reactionary judiciary that McConnell-Trump have succeeded in installing. The party is not a lost cause. The Democrats have helped by failing to provide a constructive alternative that answers to the needs and just aspirations of many of those who have flocked to the Trump banner. That can change. Furthermore, attitudes are shifting among younger Republicans, even among younger Evangelicals, a core part of the Republican base since the ‘70s. Nothing is irremediable. With regard to the political echelon, there is little to say. With fringe exceptions, they have abandoned any semblance of integrity. Current votes are a clear indication: Total Republican opposition to measures that they know are favored by their constituents in order to ensure that the Biden administration can achieve nothing. The most abject capitulation of the political echelon was on global warming. In 2008, Republican presidential candidate John McCain had a limited climate plank in his program, and congressional Republicans were considering related legislation. The Koch energy conglomerate responded in force, and any spark of independence was extinguished. That much was evident in the last Republican primaries in 2016, pre-Trump: 100 percent denial that what is happening is happening, or worse, saying maybe it is but we’re going to race toward disaster without apologizing (as said John Kasich, who was honored for his integrity by being invited to speak at the 2020 Democratic convention)."
Chomsky: Republicans Are Willing to Destroy Democracy to Retake Power,"June 16, 2021","I can’t raise any objections whatsoever to what you say, but I am a bit baffled by Biden’s insistence in trying to reach out to Republicans on some of the major issues confronting the country. Isn’t bipartisanship a pipe dream?","Not entirely. Democratic majority leader Chuck Schumer did manage a triumph of bipartisanship. Abandoning a prior commitment to legislation on global warming, Schumer teamed up with Republican Todd Young to conceal a limited industrial policy program within a “hate China” bill that appealed to shared jingoist sentiments. Republicans ensured that such significant components as funding for the National Science Foundation would be whittled down. Young celebrated the triumph by declaring that “when future generations of Americans cast their gaze towards new frontiers,” they won’t see “a red flag planted” there, but our own red, white, and blue. What better reason could there be to try to revive domestic manufacturing while trying to undermine the Chinese economy — at a moment when cooperation is a prerequisite for survival. Meanwhile Biden’s Department of Defense is reorienting resources and planning to war with China, a form of madness barely receiving attention, analyzed in detail in Issue #1 of the Committee for a Sane U.S.-China Policy, June 11, 2021."
Chomsky: Republicans Are Willing to Destroy Democracy to Retake Power,"June 16, 2021",Trump has transformed the Republican Party into a cult of personality. Is this why Republican leaders blocked the creation of a commission to investigate the January 6 attack on Capitol?,"Trump has captured the voting base, but the political echelon faces a quandary. For a long time, the party elite has been a rich man’s club, pandering to business power even more than the Democrats, even after the Democrats abandoned the working class in the ‘70s, becoming a party of Wall St. and affluent professionals. The business world was willing to tolerate Trump’s antics as long as he was loyally serving them — with some distaste, since he tarnished the image they project of “soulful corporations.” But for major sectors, January 6 was too much. The McConnell types who run the party are caught between a raging voting base in thrall to Trump and the masters of the economy whom they serve. A commission of inquiry, if at all honest, would have deepened this rift, which they have to find a way to paper over if the party, such as it is, is to survive. Best then to cancel it."
Chomsky: Republicans Are Willing to Destroy Democracy to Retake Power,"June 16, 2021","Lies, propaganda, and restricting voting rights have become the governing principles of today’s GOP. To what extent will the new voting restrictions work to the advantage of the Republican Party, and how will they impact on the current political climate in general and the future of whatever is left of democracy in the United States in particular?","Trump’s highly effective strategy of legitimizing “alternative facts” was based on an endless flood of lies, but a few true statements floated in the debris. One was his comment that Republicans can never win a fair election. That’s a real problem for the rich man’s club. It’s hard to garner votes with the slogan “I want to rob you. Vote for me.” That leaves only a few options. One is to prevent the “wrong people” from voting. Another is to shape the party program so that policy is concealed by appeals to “cultural issues.” Both have been actively pursued. Trump gave the practices a particularly vulgar twist in his usual style, but he didn’t invent them. The current wave of Republican Jim Crow-style legislation is understandable: Trump’s observation is accurate, and is likely to be more so in the future with demographic changes and the tendency of younger voters to favor social justice and human rights, among Republicans as well. The efforts have become more feasible after the Roberts Court gutted the Voting Rights Act in the Shelby decision in 2013, which “set the stage for a new era of white hegemony,” as Vann Newkirk rightly observed. Displacement of policy by “cultural issues” traces back to Nixon’s southern strategy. With Democrats beginning to support mild civil rights legislation, Nixon and his advisers recognized that they could switch the southern vote to Republican by racist appeals, barely disguised. Under Reagan there was little disguise; racist rhetoric and practices came naturally to him. Meanwhile the Republican Christian nationalist strategist Paul Weyrich easily convinced the political leadership that by abandoning their former “pro-choice” stands and pretending to oppose abortion, they could pick up the northern Catholic and newly politicized Evangelical vote. Gun-loving was soon added to the mix, by now reaching such weird absurdities as the recent Benitez decision overturning California’s ban on assault rifles, which are, after all, hardly different from Swiss army knives [according to Benitez]. Trump added more to the mix. Like his fellow demagogues in Europe, he understood well that refugees can be used to whip up xenophobic passions and fears. His racist appeals also went beyond the norm. Trump has exhibited a certain genius in tapping poisons that run not far below the surface of American society and culture. By such means, he managed to capture the Republican voting base. The party leadership is dedicated to the obstructionist strategy of sacrificing the interests of the country in order to regain power. That leaves the country with one functioning political party, itself torn between the neoliberal leadership and a younger social democratic voting base. Your phrase “whatever is left of American democracy” is to the point. However progressive it might have been in the 18th century — and there is much to say about that — by today’s standards American democracy is deeply flawed in ways that were already becoming clear to the leading Framer, James Madison by 1791, when he wrote to Jefferson deploring “the daring depravity of the times,” as the “stockjobbers will become the pretorian band of the government — at once its tools and its tyrant; bribed by its largesses, and overawing it by clamors and combinations.” That could well be a description of recent years, particularly as the neoliberal assault achieved its entirely predictable consequence of placing government even more at the command of concentrations of private power than before. The “largesses” are too familiar to review. Ample research in mainstream political science has shown that the “clamors and combinations” have left the majority of voters unrepresented, as their own representatives heed the voices of the super-rich, wealthy donors and corporate lobbyists. The most recent study, using sophisticated AI techniques, dispels “notions that anyone’s opinion about public policy outside of the top 10 percent of affluent Americans independently helps to explain policy.” Thomas Ferguson, the leading academic scholar of the power of the “tools and tyrants” of government, concludes: “Knowing the policy area, the preferences of the top 10 percent, and the views of a handful of interest groups suffice to explain policy changes with impressive accuracy.” But some vestiges of democracy remain, even after the neoliberal assault. Probably not for long if neoliberal “proto-fascism” extends its sway. But the fate of democracy won’t actually matter much if the “proto-fascists” regain power. The environment that sustains life cannot long endure the wreckers of the Trump era of decline. Little else will matter if irreversible tipping points are passed."
"Noam Chomsky: To Make the US a Democracy, the Constitution Itself Must Change","July 24, 2019","C.J. Polychroniou: According to popular conception, the United States is a “nation of immigrants,” although this formulation significantly excludes Native people — who were already here, and were subjected to colonization, displacement and genocide at the hands of European immigrants — and also excludes African Americans, whose ancestors were kidnapped and enslaved. When it is described as a “nation of immigrants,” the U.S. is often portrayed as a varied nation where people have the freedom to pursue their dreams of a better life while maintaining their own cultural, ethnic and religious distinctiveness or uniqueness. Yet, the truth of the matter is that inequality and oppression of the “Other” have been ongoing political and social realities since the origins of the republic. In fact, today we have a president in the White House who makes no bones about wishing to see non-white people, even elected representatives of the U.S. Congress, leave the country because they challenge the status quo and seek a United States with a more humane and democratic polity. Meanwhile, the very rich are enjoying political privileges like never before. Noam, what are some of the tangible and intangible factors that seem to be pushing the country — socially, politically and economically — backward rather than forward?","Trump’s diatribes successfully inflame his audience, many of whom apparently feel deeply threatened by diversity, cultural change, or simply the recognition that the White Christian nation of their collective imagination is changing before their eyes. White supremacy is nothing new in the U.S. The late George Frederickson’s comparative studies of white supremacy found the U.S. to be almost off the chart, more extreme even than Apartheid South Africa. As late as the 1960s the U.S. had anti-miscegenation laws so extreme that the Nazis refused to adopt them as a model for their racist Nuremberg laws. And the power of Southern Democrats was so great that until ‘60s activism shattered the framework of legal racism — if not its practice by other means — even New Deal federal housing programs enforced segregation, barring Black people from new housing programs. It goes back to the country’s origins. While progressive in many ways by the standards of the day, the U.S. was founded on two brutal racist principles: the most hideous system of slavery in human history, the source of much of its wealth (and England’s too), and the need to rid the national territory of Native Americans, whom the Declaration of Independence explicitly describes as “the merciless Indian savages,” and whom the framers saw as barring the expansion of the “superior” race. Immigrants ... were supposed to be white immigrants — in fact, basically “Anglo-Saxon,” in accord with weird racist myths of the founding fathers that persisted through the 19th century. That includes the leading Enlightenment figures. Benjamin Franklin urged that Germans and Swedes be barred because they were too “swarthy.” Thomas Jefferson was greatly interested in Anglo-Saxon language and law, part of his immersion in the “Saxon myth” that English democracy and law trace back to a pre-Norman Saxon period. The first Naturalization Act, 1790, restricted the option to whites, extended to ex-slaves after the Civil war. The country of course needed immigrants to settle the “Indian country” from which Indigenous nations were expelled or “exterminated” (as the Founders put it). But they were supposed to be “white” — a somewhat flexible culturally constructed category. By the late 19th century, Asians were excluded by law. The first more general immigration law was in 1924, designed to bar Jews and Italians primarily. There is no need to review here the horrendous record of how Jews were prevented from fleeing Nazi barbarism, crimes that persisted even after the war. Truman sent Earl Harrison on a mission to inspect the concentration camps where Jews were still held, under grotesque conditions as he reported. About the only effect was to intensify efforts to ship them to Palestine. The 1924 law remained in place until 1965. By the 1980s immigration began to be criminalized. Treatment of Haitians fleeing terror was particularly despicable. Guantánamo was first used as a detention center by the Bush I and Clinton administrations, a place to get rid of Black people fleeing in terror from the murderous coup regime that [U.S. leaders] were supporting, despite pretenses to the contrary. They were classified as “economic migrants,” a cynical pretense in gross violation of international law and minimal decency. Another ugly story. It’s not terribly surprising, then, to read a report of a conference of conservative intellectuals where one esteemed speaker, University of Pennsylvania Law professor Amy Wax, explains learnedly that “our country will be better off with more whites and fewer nonwhites,” since immigrants may not quickly come to “think, live and act just like us” because the social and cultural climate of their places of origin. Wax failed to elaborate on whether her parents, Jewish immigrants from Eastern Europe, came from a cultural and social climate where people were thinking and acting like “us.” It’s not hard to understand why these deep currents are becoming more manifest, and ominous, today, after 40 years of the “savage capitalism” unleashed by the neoliberal assault. It’s enough to recall that for a large majority of the workforce, wages have either stagnated or declined since 1979, when the neoliberal assault was just taking off. From the country’s origins, U.S. workers benefited from the world’s highest wages.... Since the 1980s, though the unusual advantages persist, working people have fallen behind the rest of the developed world by many measures. For review of their current status, see Amanda Novella and Jeff Madrick’s February 2019 contribution to the journalChallenge. The effects of the assault are sharp concentration of wealth and power, increasingly in largely predatory financial institutions, stagnation or decline for the majority, deterioration of benefits, astonishing collapse of infrastructure, a form of globalization designed to pit working people against one another for the benefit of international investors, weakening of institutions to protect worker rights, undermining of functioning democracy, and much else that is all too familiar. The result, in the U.S. and in Europe, is an upsurge of anger, resentment and, all too often, a search for scapegoats — typically those even more disadvantaged, who are portrayed as being coddled by liberal elites. It’s a dangerous mix: fertile territory for demagogues. The threats are far more extreme than the incipient fascist-style tendencies, which are severe enough. It cannot be overlooked that humans are facing a decision of extraordinary significance, which must be made very soon: Will organized human society survive in anything like its present form, or will it be devastated by global catastrophe? The two most ominous threats are nuclear war and environmental catastrophe, both increasing. On the latter, major energy corporations are apparently planning on a future with 5o Celsius above pre-industrial levels by mid-century, and with that in mind, are racing to accelerate what climate scientists recognize to be indescribable catastrophe by maximizing the profitable production of fossil fuels, joined by the biggest banks and other major capitalist institutions. Meanwhile the Republican administration, determined to safeguard its credentials as the most dangerous organization in human history, is anticipating a slightly less overwhelming catastrophe — a rise of 4o[C] by end of the century, also far above what scientists recognize to be a colossal danger. And it concludes from this detailed environmental assessment that we should not limit automotive emissions, because — what’s the difference? We’re going over the cliff anyway. If there is anything like this in world history, I haven’t found it. And this passes with scarcely a raised eyebrow. Of course, this is only science, and as [right-wing radio host] Rush Limbaugh instructs his tens of millions of radio listeners, science is one of the “four corners of deceit,” along with government, academia, and media (of the wrong sort). All of this tells us that the tasks ahead are urgent, on many fronts."
